Text;Sentiment;Kesesuaian
salam sehat bapak ibu hilman apabila tidak ada pelayanannya di faskes peserta akan diberikan rujukan untuk mendapatkan pelayanan tersebut sesuai dengan indikasi medis terima kasih;Netral;
salam sehat desi dm sudah diterima untuk informasi lebih lanjut disampaikan melalui dm terima kasih;Netral;
aceh bpjs kesehatan lanjutkan kerja sama jka ;Netral;
salam sehat bapak ibu pencetakan kartu saat ini dapat dilakukan dengan mudah melalui aplikasi mobile jkn terima kasih;Netral;
batas akhir pengajuan berlaku sampai dengan agustus masa praktis kebijakan ini hanya berlaku untuk turun kelas sedangkan untuk naik kelas peserta sudah aktif minimal tahun dikelas sebelumnya terima kasih ;Netral;
salam sehat bapak bagi peserta yang ingin melakukan perubahan turun kelas tanpa menunggu tahun kepesertaan bisa melakukan pengajuan melalui cara center bpjs kesehatan dan akun resmi sosial media bpjs kesehatan;Netral;
persembahan perdana kami dramaturgi bpjs kesehatan ;Netral;
salam sehat ibu dengan senang hati dm sudah saya terima informasi disampaikan melalui dm terima kasih;Netral;
salam sehat bapak ridho dm sudah diterima untuk informasi lebih lanjut disampaikan melalui dm terima kasih;Netral;
salam sehat bapak irfan dm sudah kami terima untuk informasi lebih lanjut disampaikan melalui dm terima kasih;Netral;
salam sehat bapak mohon maaf atas ketidaknyamanannya dm sudah saya terima informasi disampaikan melalui dm silahkan lanjutkan interaksi melalui dm ya terima kasih;Netral;
salam sehat ibu novi penonaktifan bisa melalui akun ini silahkan diisikan form berikut lalu kirim ke dm agar kerahasiaan data peserta terjaga mutasi meninggal nomor kartu nomor telepon nik tgl kematian instansi pembuat suket kematian;Netral;
salam sehat bapak ibu mohon maaf atas ketidaknyamanannya saat ini belum bisa berlaku karena sedang dalam pengembangan sistem silahkan dibayarkan sesuai tunggakan agar status aktif kembali terima kasih;Netral;
salam sehat bapak fadli dm sudah kami terima untuk informasi lebih lanjut akan disampaikan melalui dm terima kasih;Netral;
salam sehat ibu faisha mohon maaf dm sudah kami balas interaksi ini akan dilanjutkan melalui dm ya terima kasih;Netral;
salam sehat bapak ibu informasi lebih lanjut kami sampaikan melalui dm terima kasih;Netral;
salam sehat bapak sadono dengan senang hati interaksi ini akan dilanjutkan melalui dm ya terima kasih;Netral;
salam sehat bapak perubahan faskes i dapat dilakukan jika sudah terdaftar minimal bulan di faskes tk i sebelumnya dan sudah melakukan pembayaran iuran dibulan berjalan perubahan faskes tk i efektif berlaku pada tanggal dibulan berikutnya terima kasih;Netral;
salam sehat bapak ayub pembayaran iuran seperti biasa pembayaran bisa melalui atm bank mandiri bni bri bca jumlah bulan tetap dituliskan angka bulan terima kasih;Netral;
salam sehat ibu dyah selama atas indikasi medis dan sesuai prosedur tidak atas permintaan sendiri dijamin bpjs kesehatan terima kasih ;Netral;
salam sehat bapak vhian saya bantu pengecekan datanya melalui dm agar kerahasiaan data peserta terjaga bisa diinformasikan melalui dm nomor nik ktp nama lengkap tanggal lahir terima kasih;Netral;
tandatangan kerjasama jka dan bpjs kesehatan ;Netral;
kerjasama jka dengan bpjs kesehatan ;Netral;
bpjs kesehatan bengkulu verifikasi klaim covid antara news bengkulu ;Netral;
lanjutan kerja sama program jka dengan bpjs kesehatan ;Netral;
salam sehat ibu ayu dengan senang hati interaksi ini akan dilanjutkan melalui dm ya terima kasih;Netral;
salam sehat bapak ibu pendaftaran bayi sejak dalam kandungan sudah tidak diberlakukan lagi sejak desember saat ini bayi baru bisa didaftarkan setelah lahir dan langsung aktif;Netral;
salam sehat ibu informasi disampaikan melalui dm interaksi selanjutnya disampaikan melalui dm terima kasih;Netral;
salam sehat bapak ibu iya benar bulan berikutnya akan terdebet sesuai jumlah tagihan tunggakan dan bulan berjalan terima kasih;Netral;
salam sehat bapak mahardi dm sudah kami terima untuk informasi lebih lanjut disampaikan melalui dm terima kasih;Netral;
salam sehat ibu lestari pelayanan diluar wilayah terdaftar peserta bisa menggunakan di faskes tk diluar kota hanya kali kunjungan dalam bulan jika kondisi emergency bisa langsung ke igd rs terdekat terima kasih;Netral;
salam sehat ibu etik. dm sudah kami terima untuk informasi lebih lanjut kami sampaikan melalui dm terima kasih;Netral;
salam sehat bapak ibu informasi disampaikan melalui dm terima kasih;Netral;
salam sehat bapak pribadi ludiro seto dm sudah kami terima untuk informasi lebih lanjut disampaikan melalui dm terima kasih;Netral;
salam sehat bapak ibu mohon maaf atas ketidaknyamanannya saat ini belum bisa berlaku karena sedang dalam pengembangan sistem silahkan dibayarkan sesuai tunggakan agar status aktif kembali terima kasih ;Netral;
salam sehat bapak ibu saya cek datanya terlebih dahulu mohon informasikan melalui dm agar terjaga kerahasiaan datanya nik nama tanggal lahir terima kasih ;Netral;
akhirnya pindah ke igd yg non bpjs dan dilayani dengan sangat baik anaknya akhirnya di infus giliran pas di igd yg bpjs gue ditolak dan di marahin menurut gue pelayanan kesehatan itu hak semua orang tapi di indo keadilan sosial bagi seluruh rkyt indonesia itu semu;Netral;
gotong royong untuk kebaikan bersama lewat bpjs kesehatan ;Netral;
iuran bpjs kesehatan resmi naik di tengah pandemi covid bangsat;Netral;
ohalowww bpjs kesehatan bpjskesehatanri sebaiknya diapus atau diperbaiki ya hayoo disimak kuy;Netral;
alasan kpcdi kembali gugat perpres kenaikan iuran bpjs kesehatan ;Netral;
salam sehat bapak ibu baik dengan senang hati interaksi akan dilanjutkan melalui dm mohon berkenan menunggu terima kasih;Netral;
bpjs kesehatan mending dihapus atau diperbaiki cek ilustrasi dibawah ini yuk bpjskesehatan newnormal iuranbpjs negarahadirbantubpjs pemerintahsubsidibpjs;Netral;
kenaikan iuran bpjs hanya untuk kelas dan kelas sedangkan untuk kelas tidak ada kenaikan untuk orang miskin dan orang yg tidak mampu tetep gratis bpjskesehatan newnormal iuranbpjs negarahadirbantubpjs pemerintahsubsidibpjs;Netral;
hi tweeps selamat sore kata pak maman dan jono ayo pilih mana bpjs kesehatan mending dihapus atau diperbaiki bpjskesehatan newnormal iuranbpjs negarahadirbantubpjs pemerintahsubsidibpjs;Netral;
didaftarkan siapa pelapor dan nama akun wilayah terima kasih ;Netral;
apakah bpjs kesehatan mending dihapus atau diperbaiki bisa jdi komik ini bisa menjadi gambaran untuk kita benarkah atau tidak bpjskesehatan newnormal iuranbpjs negarahadirbantubpjs pemerintahsubsidibpjs;Netral;
selamat pagi, menyangkut soal bpjs kesehatan lebih baik di hapus atau diperbaiki guys;Netral;
halo tweeps soal bpjs kesehatan neh lebih baik di hapus atau diperbaiki yach ;Netral;
butuh info lengkap seputar layanan jkn kis yuk download ebook panduan layanan jkn kis melalui link berikut ini;Netral;
yuk, kalian simak infografis ini untuk mengetahui jumlah peserta jkn kis per april yaa ;Netral;
kalau iuran bpjs kesehatan naik peserta pindah kelas dan non aktif bakal bertambah ;Netral;negatif
lanjutannya yuk dipahami sambil rebahan santuy yuk;Netral;
kenaikan iuran peserta dinilai bukan solusi atas permasalahan defisit bpjs kesehatan;Netral;negatif
salam sehat ibu ries perubahan kelas dapat dilakukan melalui aplikasi mobile jkn ya kelas terbaru berlaku ditanggal satu bulan berikutnya terima kasih;Netral;
salam sehat ibu hanifah dengan senang hati informasi melalui dm sudah saya terima interaksi dilanjutkan melalui dm ya terima kasih;Netral;
bpjskesehatanri mohon bantuannya kartu bpjs kesehatan saya tidak aktif;Netral;
delapan tahun cuci darah gatot bersyukur jadi peserta bpjs kesehatan;Netral;
salam sehat bapak ibu mohon maaf belum ada informasi gangguan aplikasi silahkan dicoba secara berkala terima kasih ;Netral;
sehubungan adanya update aplikasi vclaim versi bpjs kesehatan mulai tanggal juni pasien yang mendapatkan surat kontrol diharuskan kembali ke pendaftaran untuk dicetakan surat kontrol digital ;Netral;
nah balik ke perdebatan antara butuh asuransi kesehatan atau ngga mnurut temenku asuransi kesehatan swasta ga perlu lg krn udah ada bpjs ya bener juga sih pdhal bpjs kan jg asuransi ya;Netral;positif
buat yang masih bingung apasih peserta mandiri bpjs kesehatan;Netral;
kalau tahu bpjskesehatan gak naik buat kelas tiga pada berbpndong deh berobat hehe;Netral;positif
ilustrasi kartu ini ingin mengambarkan bahwa peserta puas dengan layanan bpjs kesehatan jadi kedepan apakah bpjs kesehatan mending dihapus atau diperbaiki;Netral;
semoga bisa tercerahkan ya dengan membaca komik pak maman tentang bpjs kesehatan kali ini ;Netral;
manteman ini ada kartun menarik dari bpjs kesehatan dalam memberikan pelayanan untuk masyarakat ;Netral;
yuk baca cerita pak maman dan jono yuk agar kita tahu apakah bpjs kesehatan sebaiknya dihapus atau diperbaiki;Netral;
bpjs enaknya dihapus apa di perbaiki ya ini percakapan pak maman dan jono ;Netral;
mengenai bpjs kesehatan mending dihapus atau diperbaiki;Netral;
sebenernya dgn kondisi sekarang yg fokus di bidang kesehatan harusnya bpjs di gratiskan semua karena efeknya ke semua rakyat;Netral;
salam sehat bapak arist iya benar dicetak dikertas biasa dijadikan seukuran ktp lalu dilaminating terima kasih;Netral;
salam sehat bapak ibu operasional kantor cabang bpjs kesehatan senin sd jumat mulai pukul delapan sd lima belas sabtu minggu dan libur nasional tidak beroperasional terima kasih ;Netral;
tidak ada syarat khusus terima kasih kembali semoga sehat selalu;Netral;
siang ini direktur rsj mutiara sukma didampingi kasi pelayanan medik serta pic jkn rsj mutiara sukma mengikuti sosialisasi peraturan bpjs kesehatan tentang prosedur penjaminan operasi katarak ;Netral;
berkat bpjs kesehatan semua bisa teratasi masalah berobat krn pemerintah bantu iuran peserta bpjs kesehatan jadi pilihlah yang terbaik buat kesehatan anda ;Netral;
aturan baru mengenai iuran bpjs kesehatan yang ditetapkan pemerintah adalah bertujuan untuk peningkatan fasilitas dan kebaikan bersama;Netral;
layanan bpjs kesehatan untuk kepuasan masyarakat dan untuk kebaikan bersama dengan gotong royong;Netral;
bpjs kesehatan merauke evaluasi implementasi kbk di fktp ;Netral;
pemerintah membantu iuran bpjs kesehatan demi pelayanan untuk masyarakat agar hasil terbaik ;Netral;
salam sehat bapak ibu mohon maaf tes covid tidak dijamin bpjs kesehatan terima kasih;Netral;
kita cuman punya dua pilihan bpjs kesehatan mending di hapus atau di perbaiki aku sih lebih setuju di perbaiki aja ;Netral;
tweeps, kalo kalian sakit mending ke rs aja pakai bpjskesehatan kan untuk kelas tiga iurannya tidak naik ini sudah ditetapkan pemerintah ya kalo kelas  iuran msh spt semula;Netral;
dan ketika sakit semua pejabat negara ikut prosedur antrian bpjskesehatan;Netral;
banyak masyarakat yang puas dengan pelayanan bpjskesehatan tapi ada juga yang merasakan keberatan apalagi adanya kabar tentang kenaikan iuranbpjs menurut kalian bpjs kesehatan mending dihapus atau diperbaiki;Netral;
naik turunnya iuran bpjs kesehatan ngeblogdirumah;Netral;
naik turunnya iuran bpjs kesehatan;Netral;
iuran bpjs kesehatan resmi sudah naik ya gais tapi ini terpaksa dilakukan untuk mengatasi defisit selain itu untuk meningkatkan pelayanan juga tapi untuk pengusaha kenaikan iuran ini masih terjangkau;Netral;
bye bye kelas peserta bpjs kesehatan bakal dihapus ;Netral;positif
mau aktifkan kembali kepesertaan bpjs kesehatan bisa lunasi tunggakan enam bulan saja bpjskesehatan;Netral;
bpjs kesehatan denda bagi yg kepesertaan dicabut sementara krn menunggak iuran ada waktu hari setelahnya lalu dikenakan denda pelayanan setelah status kepesertaan kembali aktif utk masih berlaku denda denda berlaku utk pelayanan rawat inap bpjskesehatan;Netral;
pemerintah akan hapus kelas peserta bpjs kesehatan;Netral;
tarif iuran bpjs kesehatan naik bpjs jamin kualitas layanan kelas tiga tetap sama;Netral;
sebenarnya bukan masalah surat kuning mungkin maksudnya keterangan tidak mampu ya masalah utama adalah ini bpjs kesehatan diadakan sebagai badan yg mengurusi jaminan sosial bukan perusahaan jasa asuransi wong dasarnya aja gotong royong kok;Netral;
malam ini pkl wib rosi kompastv akan menghadirkan dirut bpjs kesehatan fachmi idris dalam episode bpjs naik drama baru jaminan kesehatan jangan lewatkan live streaming;Netral;
perhatian menunggak iuran bpjs kesehatan bisa didenda hingga rp juta;Netral;
pemerintah akan berlakukan sistem kelas tunggal peserta bpjs kesehatan ;Netral;
jakarta kelas kepesertaan badan pengelola jaminan sosial bpjs kesehatan akan dihapuskan atau ditiadakan dengan begitu semua peserta nantinya akan sama;Netral;
nunggak bayar bpjs kesehatan siap siap kena denda rp juta;Netral;
pemerintah akan berlakukan sistem kelas tunggal peserta bpjs kesehatan;Netral;
ya karena memang bpjs adalah program dari pemerintah untuk asuransi kesehatan yang tidak mampu kenapa dibilang tdk mampu karena biasanya sektor pekerja formal memiliki asuransi tambahan selain bjps kesehatan dan mereka pekerja di sektor formal sangat jarang menggunakan bpjs;Netral;
ketahui perbedaan antara bpjs dan asuransi kesehatan ;Netral;
bpjskesehatan apa lagi ini;Netral;
"peserta puas dengan layanan bpjs kesehatan tapi berharap dengan meningkatnya iuran kualitas pelayanan bpjs kesehatan pun semakin meningkat bpjskesehatan #terimakasihpemerintah #iuranbpjs #negarahadirbantubpjs #pemerintahsubsidibpjs""";Netral;
meski iuran bpjs kesehatan naik tapi dikalangan pengusaha iuran tersebut masih cukup terjangkau bahkan para pengusaha mengapresiasi keputusan itu bpjskesehatan terimakasihpemerintah iuranbpjs negarahadirbantubpjs pemerintahsubsidibpjs;Netral;
uu bpjs bertujuan melindungi hak hak rakyat di bidang kesehatan jika pemerintah tdk mampu mewujudkan apa yg diamanatkan itu artinya pelanggaran hak asasi rakyat di bidang kesehatan;Netral;
rosi kompastv malam ini pkl wib akan menghadirkan fachmi idris direktur utama bpjs kesehatan punya pertanyaan untuk beliau kirimkan pertanyaanmu lewat tweet dengan tagar tanyadirutbpjs;Netral;
mau daftar bpjs kesehatan mandiri kami terganjal oleh satu anggota keluarga telah terdaftar anggota bpjs ketenagakerjaan mimin mohon solusinya tks;Netral;
benar dirut bpjs kesehatan fachmi idris menegaskan keputusan pemerintah menaikkan iuran peserta sesuai perpres nomor tahun masih dalam koridor keputusan ma;Netral;
dirut bpjs kesehatan fachmi idris menegaskan keputusan pemerintah menaikkan iuran peserta sesuai perpres nomor tahun masih dalam koridor keputusan ma;Netral;
gak ngerti lg udah indonesiawhatever indonesiaterserah bpjskesehatan salahsayaapa;Netral;
pintar sekali bpjs asuransi kesehatan;Netral;
update jabar aphi jabar desak jokowi cabut perpres bpjs;Netral;
"walau iuran bpjs kesehatan naik bagi kalangan pengusaha masih terjangkau dibanding manfaat yang diterima bpjskesehatan terimakasihpemerintah iuranbpjs #negarahadirbantubpjs #pemerintahsubsidibpjs""";Netral;
iuran bpjs kesehatan naik pengusaha masih terjangkau sumber bpjskesehatan terimakasihpemerintah iuranbpjs negarahadirbantubpjs pemerintahsubsidibpjs;Netral;
kelas peserta bpjs kesehatan mau dihapus ini tahapannya;Netral;
kelas peserta bpjs kesehatan akan dihapus ini tahapannya;Netral;
kelas peserta bpjs kesehatan bakal dihapus komisi ix siapkan fasilitas dulu;Netral;
sebelum lo remeh soal covid pastikan lo punya dana darurat buat kesehatan yang banyak ya moon maap kalo lo tiba lo kenapa lo yakin bakal ikutin alur bpjs ntar lo marah lagi hm;Netral;
kalangan pengusaha tdk keberatan dgn keputusan pemerintah yg menaikkan iuranbpjs semoga pemerintah tepat sasaran memberikan bantuan iuran bpjskesehatan utk kalangan menengah ke bawah terimakasihpemerintah negarahadirbantubpjs pemerintahsubsidibpjs;Netral;
nunggak bpjs kesehatan kini terancam denda rp juta ;Netral;
juta orang miskin dan tak mampu adalah peserta bpjs kesehatan gratis setara kelas;Netral;positif
alasan bpjs kesehatan hapus kelas peserta untuk layanan kesehatan yang setara dan berkeadilan via tribunnews;Netral;
selain dicabut hak subsidinya penunggak iuran bpjs kesehatan juga bisa didenda maksimal hingga rp juta;Netral;
alasan bpjs kesehatan hapus kelas peserta untuk layanan kesehatan yang setara dan berkeadilan tribunnews;Netral;
"semoga dengan adanya kenaikan ini bisa meningkatkan pelayanan terhadap bpjs kesehatan bpjskesehatan terimakasihpemerintah iuranbpjs negarahadirbantubpjs #pemerintahsubsidibpjs""";Netral;
iuran juta peserta bpjs kesehatan digratiskan pemerintah bpjskesehatan iuranbpjs;Netral;
bpjs kesehatan;Netral;
hari ini rosi kompastv akan menghadirkan fachmi idris direktur utama bpjs kesehatan punya pertanyaan untuk beliau kirimkan pertanyaanmu lewat tweet dengan tagar tanyadirutbpjs;Netral;
menurut pengusaha kenaikan iuran bpjs kesehatan masih terjangkau krn iuran yang diterima saat ini masih lebih rendah daripada manfaat yang diterima bpjskesehatan terimakasihpemerintah iuranbpjs negarahadirbantubpjs pemerintahsubsidibpjs;Netral;
kita pengen lihat dulu berapa biayanya yang standar maka peserta bisa mengikuti asuransi kesehatan tambahan maksudnya mengikuti asuransi diluar bpjs;Netral;
perusahaan kami belum keluarkan thr ditambah karyawan tidak seluruhnya mempunyai kartu bpjs ketenagakerjaan dan kesehatan juga sertifikat k;Netral;
iuran juta peserta bpjs kesehatan digratiskan pemerintah iuranbpjs;Netral;
negara telah menanggung iuran penduduk miskin tak mampu mereka tidak ribut bpks naik kenaikan iuran bpjs kesehatan jt jiwa tetap dibayarkan abpn;Netral;
iuran juta peserta bpjs kesehatan digratiskan pemerintah halaman all;Netral;
apa pendapatmu mengenai iuran bpjs yang naik di tengah pandemi kuti pembahasannya di rosi kompastv malam ini pkl wib bersama dirut bpjs kesehatan fachmi idris live streaming;Netral;
bpjskesehatan iuranbpjs;Netral;
tak lama lagi kelas peserta program jaminan kesehatan nasional jkn bpjs kesehatan bakal ditiadakan;Netral;
kenaikan iuran bpjs kesehatan kembali digugat ;Netral;
tak lama lagi kelas peserta program jaminan kesehatan nasional jkn bpjs kesehatan bakal ditiadakan bpjs via detikfinance;Netral;
salah apa negeri ini pada kalian sengkuni saja tak sebusuk kalian pemerintah akan hapus kelas peserta bpjs kesehatan ;Netral;
presiden joko widodo menaikkan iuran bpjs kesehatan di tengah masa krisis pandemi virus covid apa pendapatmu tonton pembahasannya di rosi kompastv pkl wib bersama sarung tenun tangan bhssarung;Netral;
pelayanan kesehatan adalah hak rakyat ingat uu bpjs bukan utk memeras rakyat tapi pemerintah negara mengambil alih tanggung jawab pelayanan kesehatan jangan dibalik fpd dpr fraksi pan fpksdprri salehdaulay edhie baskoro msi sohibuliman pdemokrat demokrat tv;Netral;
iuran bpjs kesehatan naik pengusaha masih terjangkau jumlah iuran bpjs kesehatan saat ini dinilai masih lebih kecil dibanding manfaat yang diterima;Netral;
nunggak bpjs kesehatan kini terancam denda rp juta;Netral;
penetapan kenaikan iuran bpjs kesehatan di saat pandemi covid;Netral;
dewan jaminan sosial nasional djsn menyebut pemerintah tengah menyiapkan kelas standar untuk peserta program jaminan kesehatan nasional bpjs kesehatan ini berarti sistem kelas dan untuk peserta mandiri;Netral;
fakta dibalik naiknya iuran jkn-kis bpjs kesehatan;Netral;
angka yang besar ya ternyata;Netral;
kalau kubilang benahi tata kelola keuangan negara dan reimbursement biaya kesehatan masyarakat kepada negara tanpa melibatkan bpjs kesehatan bumn bpjs kesehatan dibubarin karena rakyat sudah bayar pajak kamu ndak akan ngerti juga kok;Netral;
bpjskesehatanri saya mau daftar bpjs kesehatan dengan menggunakan bank bankbri id kontakbri kenapa tidak bisa;Netral;
nunggak iuran bpjs kesehatan simak info ini link ;Netral;
naikkan iuran bpjs kesehatan lagi jokowi kembali digugat ke ma download link;Netral;
iuran juta peserta bpjs kesehatan digratiskan pemerintah;Netral;
nunggak bpjs kesehatan terancam denda rp tiga puluh juta;Netral;
siapa yang diselamatkan pemerintah yg harus menyelamatkan rakyat dari beban iuran diturunkan bukan malah dinaikan iuranya masyarakat banyak yg nunggak karena mrasa trbebanpolitikus pdip iuran naik untuk selamatkan bpjs kesehatan;Netral;
saya sudah setahun setengah memboikot bayar bpjs krn pemerintah sendiri kurang peduli dgn masalah kesehatan rakyat lebih mengutamakan kepentingan asing aseng;Netral;
berikut kutipan dari koran tempo hari ini yg menyebutkan pertimbangan majelis hakim ma yg membatalkan perpres tentang kenaikan iuran bpjs yg lalu defisit terjadi karena adanya kesalahan dan kecurangan dlm pengelolaan dan pelaksaan program jaminan kesehatan;Netral;
buat teman teman yang doyan ngevlog bpjs kesehatan ngadain lomba rally vlog sehat ala gue tantangan minggu pertama temanya tips makanan sehat;Netral;
tamatkan saja riwayat bpjs kesehatan adapun alasannya bpjs kesehatan terbukti secara sah;Netral;
tancap gas menaikkan iuran bpjs kesehatan;Netral;
kenaikan iuran bpjs kesehatan mengagetkan banyak pihak;Netral;
dpr ri diminta pakai hak interperasi terkait kenaikan iuran bpjs kesehatan ;Netral;
rakyat bisa kembali gugat kenaikan bpjs kesehatan;Netral;negatif
kenaikan iuran bpjs kesehatan ini justru berpotensi membuat masyarakat kesulitan dalam membayar iuran bpjs kesehatan sehingga akses layanan kesehatan menjadi terhambat;Netral;negatif
kenaikan iuran bpjs kesehatan bisa gerus pamor jokowi ;Netral;negatif
naikkan iuran bpjs kesehatan bukti pemerintah jokowi tak punya sense of crisis;Netral;negatif
satir yg brelian bpjs itu adalah asuransi kesehatan kalo tdk menginginkan asuransi kesehatan bpjs kan bisa pake asuransi yg lain hidup itu pilihan jangan marah ya teman;Netral;
keputusan presiden joko widodo menaikkan iuran bpjs kesehatan menuai kritik tajam jokowi diminta menunda kebijakan itu;Netral;negatif
bpjs itu sejak awal sdh keliru dlm perhitungan aktuarianya ditambah banyaknya moral hazard di lapangan makanya negara nomboknya ratusan trilyun per tahun ini tdk dimungkinkan lanjut krn faktanya skrg rakyat justru perlu jaring pengaman kesehatan lbh dr sblmnya;Netral;negatif
kenaikan iuran bpjs kesehatan bentuk kazaliman ;Netral;negatif
pandangan hukum saya soal otak atik gatuk bpjs perpres yang baru tidak punya kekuatan mengikat atau batal demi hukum perpres kenaikan iuran bpjs kesehatan dianggap tak bisa batalkan putusan ma ;Netral;
kebijakan presiden jokowi yang menaikkan iuran bpjs kesehatan menuai kritikan kebijakan ini dinilai tidak tepat apalagi saat pandemi virus corona;Netral;negatif
pengamat intelijen bela jokowi soal rencana naikkan bpjs kesehatan ;Netral;
urgensi dinaikan iuran bpjs ditengah pandemi kayak gini apa pak inikah cara penanggulangan covid inikah cara mengatasi darurat kesehatan nasional;Netral;negaitf
klau sy sih bkn soal naik ttpi sdh sesuai blm sih iuran tsb dgn biaya kesehatan trus jk ad org yg merasa tdk prnh mgunakan bpjs sy hrp bpjs bs utk mcover cek kesehatan secara berkala n tdk menunggu sakit baru diobati jk kita mmg rela utk menyumbang bknkah bpjs ini tmasuk;Netral;
andai kekayaan alam dikelola negara mungkin tdk perlu ada bpjs kesehatan yg iurannya selalu naik tidak ada pajak dan beban lainya sayang nya negara bertekuk lutut didepan para kapitalis;Netral;negaitf
dpr ri diminta pakai hak interperasi terkait kenaikan iuran bpjs kesehatan dg interperasi dibuktikan apakah kepala negara sengaja menabrak aturan hukum bukan tidak mungkin dengan pembangkangan terhdp konstitusi presiden dpt dimakzulkan;Netral;negaitf
yg bakal kita bahas sekarang tuh soal bpjs kesehatan sebab saya kan salah satu pesertanya kalau bpjs ketenagakerjaan belum daftar nih meski freelancer katanya bs jd pesertanya nih;Netral;
nah kalau badan penyelenggara jaminan sosial bpjs kesehatan adalah badan hukum yang dibentuk untuk menyelenggarakan program jaminan kesehatan;Netral;
pasti banyak yang kaget ya tentang penyesuaian iuran bpjs kali ini tetap tenang ya gaes karena negara tetap hadir dalam penyesuaian iuran bpjs kesehatan;Netral;
jadi bpjs kesehatan adalah badan hukum yang dibentuk untuk menyelenggarakan program jaminan kesehatan salah satu programnya ialah jkn ada lagi yg namanya bpjs ketenagakerjaan juga loh;Netral;
bpjs kesehatan memberi keringanan selama masa covid tunggakan iuran boleh dibayarkan maksimal enam bulan tunggakan;Netral;
saya menyampaikan itu bukan untuk kepentingan pribadi jujur saja salah satu paman saya adlh salah satu direksi bpjs kesehatan bpk mundiharno;Netral;
langkah ini adalah salah satu tindakan dari pemerintahan bahwa negara tetap hadir dalam penyesuaian iuran bpjs kesehatan yang mengacu pada perpres ;Netral;
selama pondemik covid ini banyak orang yang kena dampak akan tetapi pemerintah dan bpjs kesehatan juga tidak akan diam saja tetapi mencari jalan terbaik buat masyarakat;Netral;
benar atau salah sekalipun benar itu tetap akan menambah beban rakyat dg kenaikan iuran bpjs paham poin yg sy maksud dr kputusan presiden dan pernyataan prof mahfud mereka ngga ada yg bs menjamin akses kesehatan melalui bpjs akan lbh mudah dn terjangkau khususnya rakyat kecil;Netral;negatif
negara tetap hadir dalam penyesuaian iuran bpjs kesehatan ;Netral;
ma tidak akan mencampuri kewenangan presiden dengan diterbitkannya aturan baru soal kenaikan iuran bpjs kesehatan sebab hal itu merupakan wilayah kewenangan pemerintah;Netral;
bpjs adalah fasilitas yg disediakan oleh pemerintah pemerintah beritikad baik memperhatikan kesehatan warganya hanya sayang stigma buruk berupa pelayanan jelek oleh rumah sakit;Netral;positif
defisit bpjs kesehatan terjadi sejak beroperasi ;Netral;negatif
politikus pdip ajak masyarakat gotong royong bayar iuran bpjs kesehatan gebleg ini org dia tau gak pekerja yg sdh memiliki asuransi kesehatan swasta jg diwajibkan utk tetap membayar iuran bpjs premi ganda utk perlindungan yg sama yg dipaksa oleh uu;Netral;negatif
pisahkan biaya pelayanan dan biaya operasional spt gaji pegawai bpjs dan tunjangannya jangan iuran masyarakat untuk pelayanan digunakan membayar gaji iuran bpjs hanya untuk peningkatan pelayanan nanti kesehatan;Netral;
waktunya pasien bpjs melawan sejak keputusan presiden menaikkan iuran bpjs sejak itupula kita berharap layanan kepada pasiennya makin baik meski ternyata faktanya berbeda di lapangan kelas sosial masih ada layanan kesehatan pilih kasih;Negatif;
lha bpjs jg ka asuransi kesehatan jel kl yg non ksntor blm ada si tp pgn jg ya tdnya sih pruden jel;Negatif;
new normal apa itu juga akan berpengaruh pada uu kesehatan dan bpjs bahwa patah hati amp rindu akan ditanggung oleh bpjs;Negatif;
sejumlah pihak geram dengan sikap presiden jokowi yang menaikkan iuran bpjs kesehatan setelah sebelumnya dibatalkan oleh ma para pihak menyayangkan keputusan ini diambil di tengah kesulitan ekonomi rakyat akibat dampak pandemi covid;Negatif;
dear bpjs kesehatan please go digital masih dibahas terus bakal kubahas terus orangnya pendendam;Negatif;
tolong di up penista agama penebar kebencian sehabis ml;Negatif;
knapa pos nda disuntik dana juga sementara kami di lapangan di cabut hak bpjs kesehatan dan ketenagakerjaanya.;Negatif;
tepat tapi masa gak resesi aja org lebih demen mengalokasikan dananya utk kredit hp atau motor lebih di masa resesi kesehatan akan jd nomor sekian bayar bpjs aja protes;Negatif;
bpjs kesehatan membiarkan kucing menjilati wajahnya;Negatif;
loh sekelas dirut tvri g tau kalo kewajiban iuran bpjs karyawan harus dibayarkan lgsg tanpa memotong gaji karyawan sudah masuk dlm tunjangan kesehatan duh gustiiiii ora enek wong sing luwih pinter po ya;Negatif;
woooiii kapan kalian kasih biaya ke rakyat yg ada rakyatlah yg menghidupi kalian pajak bumi dan bangunan pajak kendaraan pajak penghasilan pajak kesehatan bpjs apa masih kurang;Negatif;
mungkin nti uangnya otomatis masuk ke tunggakan bpjskesehatan kak agar bs segera mengobati hatinya yg kecewa husnuzon;Negatif;
perkuat kesehatan dengan menaikan bpjs;Negatif;
ga lama lagi jamsostek kolaps menyusul bpjs kesehatan ;Negatif;
kelupaan bayar bpjs kesehatan udah beberapa bulan pas mau bayar wow akoe terkedjoet;Negatif;
untuk rakyat pelit dan hitung an sementara buat bumn kalian jor joran pemerintah menggelontorkan uang sebesar ke bumn ditengah pandemi virus corona disatu sisi pemerintah pelit dan kikir bangat menutupi defisit bpjs kesehatan ;Negatif;
