,STOP_REMOVAL,STEMMING,Text_Token,Sentiment
1737,rakyat gugat kenaikan bpjs kesehatan,rakyat gugat naik bpjs sehat,"['rakyat', 'gugat', 'naik', 'bpjs', 'sehat']",Netral
1738,kenaikan iuran bpjs kesehatan berpotensi masyarakat kesulitan membayar iuran bpjs kesehatan akses layanan kesehatan terhambat,naik iur bpjs sehat potensi masyarakat sulit bayar iur bpjs sehat akses layan sehat hambat,"['naik', 'iur', 'bpjs', 'sehat', 'potensi', 'masyarakat', 'sulit', 'bayar', 'iur', 'bpjs', 'sehat', 'akses', 'layan', 'sehat', 'hambat']",Netral
1739,kenaikan iuran bpjs kesehatan gerus pamor jokowi ,naik iur bpjs sehat gerus pamor jokowi,"['naik', 'iur', 'bpjs', 'sehat', 'gerus', 'pamor', 'jokowi']",Netral
1740,naikkan iuran bpjs kesehatan bukti pemerintah jokowi sense of crisis,naik iur bpjs sehat bukti perintah jokowi sense of crisis,"['naik', 'iur', 'bpjs', 'sehat', 'bukti', 'perintah', 'jokowi', 'sense', 'of', 'crisis']",Netral
1741,satir brelian bpjs asuransi kesehatan tdk asuransi kesehatan bpjs pake asuransi hidup pilihan marah teman,satir brelian bpjs asuransi sehat tdk asuransi sehat bpjs pake asuransi hidup pilih marah teman,"['satir', 'brelian', 'bpjs', 'asuransi', 'sehat', 'tdk', 'asuransi', 'sehat', 'bpjs', 'pake', 'asuransi', 'hidup', 'pilih', 'marah', 'teman']",Netral
1742,keputusan presiden joko widodo menaikkan iuran bpjs kesehatan menuai kritik tajam jokowi menunda kebijakan,putus presiden joko widodo naik iur bpjs sehat tuai kritik tajam jokowi tunda bijak,"['putus', 'presiden', 'joko', 'widodo', 'naik', 'iur', 'bpjs', 'sehat', 'tuai', 'kritik', 'tajam', 'jokowi', 'tunda', 'bijak']",Netral
1743,bpjs sdh keliru dlm perhitungan aktuarianya ditambah banyaknya moral hazard lapangan negara nomboknya ratusan trilyun tdk krn faktanya skrg rakyat jaring pengaman kesehatan lbh dr sblmnya,bpjs sdh keliru dlm hitung aktuaria tambah banyak moral hazard lapang negara nomboknya ratus trilyun tdk krn fakta skrg rakyat jaring kam sehat lbh dr sblmnya,"['bpjs', 'sdh', 'keliru', 'dlm', 'hitung', 'aktuaria', 'tambah', 'banyak', 'moral', 'hazard', 'lapang', 'negara', 'nomboknya', 'ratus', 'trilyun', 'tdk', 'krn', 'fakta', 'skrg', 'rakyat', 'jaring', 'kam', 'sehat', 'lbh', 'dr', 'sblmnya']",Netral
1744,kenaikan iuran bpjs kesehatan bentuk kazaliman ,naik iur bpjs sehat bentuk kazaliman,"['naik', 'iur', 'bpjs', 'sehat', 'bentuk', 'kazaliman']",Netral
1745,pandangan hukum otak atik gatuk bpjs perpres kekuatan mengikat batal hukum perpres kenaikan iuran bpjs kesehatan dianggap batalkan putusan ma ,pandang hukum otak atik gatuk bpjs pres kuat ikat batal hukum pres naik iur bpjs sehat anggap batal putus ma,"['pandang', 'hukum', 'otak', 'atik', 'gatuk', 'bpjs', 'pres', 'kuat', 'ikat', 'batal', 'hukum', 'pres', 'naik', 'iur', 'bpjs', 'sehat', 'anggap', 'batal', 'putus', 'ma']",Netral
1746,kebijakan presiden jokowi menaikkan iuran bpjs kesehatan menuai kritikan kebijakan dinilai pandemi virus corona,bijak presiden jokowi naik iur bpjs sehat tuai kritik bijak nilai pandemi virus corona,"['bijak', 'presiden', 'jokowi', 'naik', 'iur', 'bpjs', 'sehat', 'tuai', 'kritik', 'bijak', 'nilai', 'pandemi', 'virus', 'corona']",Netral
1747,pengamat intelijen bela jokowi rencana naikkan bpjs kesehatan ,amat intelijen bela jokowi rencana naik bpjs sehat,"['amat', 'intelijen', 'bela', 'jokowi', 'rencana', 'naik', 'bpjs', 'sehat']",Netral
1748,urgensi dinaikan iuran bpjs ditengah pandemi kayak gini penanggulangan covid mengatasi darurat kesehatan nasional,urgensi naik iur bpjs tengah pandemi kayak gin tanggulang covid atas darurat sehat nasional,"['urgensi', 'naik', 'iur', 'bpjs', 'tengah', 'pandemi', 'kayak', 'gin', 'tanggulang', 'covid', 'atas', 'darurat', 'sehat', 'nasional']",Netral
1749,klau sy sih bkn ttpi sdh sesuai blm sih iuran tsb biaya kesehatan trus jk ad org tdk prnh mgunakan bpjs sy hrp bpjs bs mcover cek kesehatan berkala n tdk menunggu sakit diobati jk mmg rela menyumbang bknkah bpjs tmasuk,klau sy sih bkn ttpi sdh sesuai blm sih iur tsb biaya sehat trus jk ad org tdk prnh mgunakan bpjs sy hrp bpjs bs mcover cek sehat kala n tdk tunggu sakit obat jk mmg rela sumbang bknkah bpjs tmasuk,"['klau', 'sy', 'sih', 'bkn', 'ttpi', 'sdh', 'sesuai', 'blm', 'sih', 'iur', 'tsb', 'biaya', 'sehat', 'trus', 'jk', 'ad', 'org', 'tdk', 'prnh', 'mgunakan', 'bpjs', 'sy', 'hrp', 'bpjs', 'bs', 'mcover', 'cek', 'sehat', 'kala', 'n', 'tdk', 'tunggu', 'sakit', 'obat', 'jk', 'mmg', 'rela', 'sumbang', 'bknkah', 'bpjs', 'tmasuk']",Netral
1750,andai kekayaan alam dikelola negara tdk bpjs kesehatan iurannya pajak beban lainya sayang negara bertekuk lutut didepan kapitalis,andai kaya alam kelola negara tdk bpjs sehat iur pajak beban lai sayang negara tekuk lutut depan kapitalis,"['andai', 'kaya', 'alam', 'kelola', 'negara', 'tdk', 'bpjs', 'sehat', 'iur', 'pajak', 'beban', 'lai', 'sayang', 'negara', 'tekuk', 'lutut', 'depan', 'kapitalis']",Netral
1751,dpr ri pakai hak interperasi terkait kenaikan iuran bpjs kesehatan interperasi dibuktikan kepala negara sengaja menabrak aturan hukum pembangkangan terhdp konstitusi presiden dpt dimakzulkan,dpr ri pakai hak interperasi kait naik iur bpjs sehat interperasi bukti kepala negara sengaja tabrak atur hukum bangkang terhdp konstitusi presiden dpt makzul,"['dpr', 'ri', 'pakai', 'hak', 'interperasi', 'kait', 'naik', 'iur', 'bpjs', 'sehat', 'interperasi', 'bukti', 'kepala', 'negara', 'sengaja', 'tabrak', 'atur', 'hukum', 'bangkang', 'terhdp', 'konstitusi', 'presiden', 'dpt', 'makzul']",Netral
1752,bahas bpjs kesehatan salah pesertanya bpjs ketenagakerjaan daftar nih freelancer bs jd pesertanya nih,bahas bpjs sehat salah serta bpjs ketenagakerjaan daftar nih freelancer bs jd serta nih,"['bahas', 'bpjs', 'sehat', 'salah', 'serta', 'bpjs', 'ketenagakerjaan', 'daftar', 'nih', 'freelancer', 'bs', 'jd', 'serta', 'nih']",Netral
1753,badan penyelenggara jaminan sosial bpjs kesehatan badan hukum dibentuk menyelenggarakan program jaminan kesehatan,badan selenggara jamin sosial bpjs sehat badan hukum bentuk selenggara program jamin sehat,"['badan', 'selenggara', 'jamin', 'sosial', 'bpjs', 'sehat', 'badan', 'hukum', 'bentuk', 'selenggara', 'program', 'jamin', 'sehat']",Netral
1754,kaget penyesuaian iuran bpjs kali tenang negara hadir penyesuaian iuran bpjs kesehatan,kaget sesuai iur bpjs kali tenang negara hadir sesuai iur bpjs sehat,"['kaget', 'sesuai', 'iur', 'bpjs', 'kali', 'tenang', 'negara', 'hadir', 'sesuai', 'iur', 'bpjs', 'sehat']",Netral
1755,bpjs kesehatan badan hukum dibentuk menyelenggarakan program jaminan kesehatan salah programnya jkn namanya bpjs ketenagakerjaan loh,bpjs sehat badan hukum bentuk selenggara program jamin sehat salah program jkn nama bpjs ketenagakerjaan loh,"['bpjs', 'sehat', 'badan', 'hukum', 'bentuk', 'selenggara', 'program', 'jamin', 'sehat', 'salah', 'program', 'jkn', 'nama', 'bpjs', 'ketenagakerjaan', 'loh']",Netral
1756,bpjs kesehatan keringanan covid tunggakan iuran dibayarkan maksimal enam tunggakan,bpjs sehat ringan covid tunggak iur bayar maksimal enam tunggak,"['bpjs', 'sehat', 'ringan', 'covid', 'tunggak', 'iur', 'bayar', 'maksimal', 'enam', 'tunggak']",Netral
1757,kepentingan pribadi jujur salah paman adlh salah direksi bpjs kesehatan bpk mundiharno,penting pribadi jujur salah paman adlh salah direksi bpjs sehat bpk mundiharno,"['penting', 'pribadi', 'jujur', 'salah', 'paman', 'adlh', 'salah', 'direksi', 'bpjs', 'sehat', 'bpk', 'mundiharno']",Netral
1758,langkah salah tindakan pemerintahan negara hadir penyesuaian iuran bpjs kesehatan mengacu perpres ,langkah salah tindak perintah negara hadir sesuai iur bpjs sehat acu pres,"['langkah', 'salah', 'tindak', 'perintah', 'negara', 'hadir', 'sesuai', 'iur', 'bpjs', 'sehat', 'acu', 'pres']",Netral
1759,pondemik covid orang kena dampak pemerintah bpjs kesehatan diam mencari jalan terbaik masyarakat,pondemik covid orang kena dampak perintah bpjs sehat diam cari jalan baik masyarakat,"['pondemik', 'covid', 'orang', 'kena', 'dampak', 'perintah', 'bpjs', 'sehat', 'diam', 'cari', 'jalan', 'baik', 'masyarakat']",Netral
1760,salah menambah beban rakyat kenaikan iuran bpjs paham poin sy maksud dr kputusan presiden pernyataan prof mahfud ngga bs menjamin akses kesehatan bpjs lbh mudah dn terjangkau rakyat,salah tambah beban rakyat naik iur bpjs paham poin sy maksud dr kputusan presiden nyata prof mahfud ngga bs jamin akses sehat bpjs lbh mudah dn jangkau rakyat,"['salah', 'tambah', 'beban', 'rakyat', 'naik', 'iur', 'bpjs', 'paham', 'poin', 'sy', 'maksud', 'dr', 'kputusan', 'presiden', 'nyata', 'prof', 'mahfud', 'ngga', 'bs', 'jamin', 'akses', 'sehat', 'bpjs', 'lbh', 'mudah', 'dn', 'jangkau', 'rakyat']",Netral
1761,negara hadir penyesuaian iuran bpjs kesehatan ,negara hadir sesuai iur bpjs sehat,"['negara', 'hadir', 'sesuai', 'iur', 'bpjs', 'sehat']",Netral
1762,ma mencampuri kewenangan presiden diterbitkannya aturan kenaikan iuran bpjs kesehatan wilayah kewenangan pemerintah,ma campur wenang presiden terbit atur naik iur bpjs sehat wilayah wenang perintah,"['ma', 'campur', 'wenang', 'presiden', 'terbit', 'atur', 'naik', 'iur', 'bpjs', 'sehat', 'wilayah', 'wenang', 'perintah']",Netral
1763,bpjs fasilitas disediakan pemerintah pemerintah beritikad memperhatikan kesehatan warganya sayang stigma buruk pelayanan jelek rumah sakit,bpjs fasilitas sedia perintah perintah itikad perhati sehat warga sayang stigma buruk layan jelek rumah sakit,"['bpjs', 'fasilitas', 'sedia', 'perintah', 'perintah', 'itikad', 'perhati', 'sehat', 'warga', 'sayang', 'stigma', 'buruk', 'layan', 'jelek', 'rumah', 'sakit']",Netral
1764,defisit bpjs kesehatan beroperasi ,defisit bpjs sehat operasi,"['defisit', 'bpjs', 'sehat', 'operasi']",Netral
1765,politikus pdip ajak masyarakat gotong royong bayar iuran bpjs kesehatan gebleg org tau pekerja sdh memiliki asuransi kesehatan swasta jg diwajibkan membayar iuran bpjs premi ganda perlindungan dipaksa uu,politikus pdip ajak masyarakat gotong royong bayar iur bpjs sehat gebleg org tau kerja sdh milik asuransi sehat swasta jg wajib bayar iur bpjs premi ganda lindung paksa uu,"['politikus', 'pdip', 'ajak', 'masyarakat', 'gotong', 'royong', 'bayar', 'iur', 'bpjs', 'sehat', 'gebleg', 'org', 'tau', 'kerja', 'sdh', 'milik', 'asuransi', 'sehat', 'swasta', 'jg', 'wajib', 'bayar', 'iur', 'bpjs', 'premi', 'ganda', 'lindung', 'paksa', 'uu']",Netral
1766,pisahkan biaya pelayanan biaya operasional spt gaji pegawai bpjs tunjangannya iuran masyarakat pelayanan membayar gaji iuran bpjs peningkatan pelayanan kesehatan,pisah biaya layan biaya operasional spt gaji pegawai bpjs tunjang iur masyarakat layan bayar gaji iur bpjs tingkat layan sehat,"['pisah', 'biaya', 'layan', 'biaya', 'operasional', 'spt', 'gaji', 'pegawai', 'bpjs', 'tunjang', 'iur', 'masyarakat', 'layan', 'bayar', 'gaji', 'iur', 'bpjs', 'tingkat', 'layan', 'sehat']",Netral
1767,pasien bpjs melawan keputusan presiden menaikkan iuran bpjs itupula berharap layanan pasiennya faktanya berbeda lapangan kelas sosial layanan kesehatan pilih kasih,pasien bpjs lawan putus presiden naik iur bpjs itupula harap layan pasien fakta beda lapang kelas sosial layan sehat pilih kasih,"['pasien', 'bpjs', 'lawan', 'putus', 'presiden', 'naik', 'iur', 'bpjs', 'itupula', 'harap', 'layan', 'pasien', 'fakta', 'beda', 'lapang', 'kelas', 'sosial', 'layan', 'sehat', 'pilih', 'kasih']",Negatif
1768,lha bpjs jg ka asuransi kesehatan jel kl non ksntor blm si pgn jg tdnya sih pruden jel,lha bpjs jg ka asuransi sehat jel kl non ksntor blm si pgn jg tdnya sih pruden jel,"['lha', 'bpjs', 'jg', 'ka', 'asuransi', 'sehat', 'jel', 'kl', 'non', 'ksntor', 'blm', 'si', 'pgn', 'jg', 'tdnya', 'sih', 'pruden', 'jel']",Negatif
1769,new normal berpengaruh uu kesehatan bpjs patah hati amp rindu ditanggung bpjs,new normal pengaruh uu sehat bpjs patah hati amp rindu tanggung bpjs,"['new', 'normal', 'pengaruh', 'uu', 'sehat', 'bpjs', 'patah', 'hati', 'amp', 'rindu', 'tanggung', 'bpjs']",Negatif
1770,geram sikap presiden jokowi menaikkan iuran bpjs kesehatan dibatalkan ma menyayangkan keputusan diambil kesulitan ekonomi rakyat akibat dampak pandemi covid,geram sikap presiden jokowi naik iur bpjs sehat batal ma sayang putus ambil sulit ekonomi rakyat akibat dampak pandemi covid,"['geram', 'sikap', 'presiden', 'jokowi', 'naik', 'iur', 'bpjs', 'sehat', 'batal', 'ma', 'sayang', 'putus', 'ambil', 'sulit', 'ekonomi', 'rakyat', 'akibat', 'dampak', 'pandemi', 'covid']",Negatif
1771,dear bpjs kesehatan please go digital dibahas kubahas orangnya pendendam,dear bpjs sehat please go digital bahas bahas orang dendam,"['dear', 'bpjs', 'sehat', 'please', 'go', 'digital', 'bahas', 'bahas', 'orang', 'dendam']",Negatif
1772,tolong up penista agama penebar kebencian sehabis ml,tolong up nista agama tebar benci habis ml,"['tolong', 'up', 'nista', 'agama', 'tebar', 'benci', 'habis', 'ml']",Negatif
1773,knapa pos nda disuntik dana lapangan cabut hak bpjs kesehatan ketenagakerjaanya.,knapa pos nda suntik dana lapang cabut hak bpjs sehat ketenagakerjaanya,"['knapa', 'pos', 'nda', 'suntik', 'dana', 'lapang', 'cabut', 'hak', 'bpjs', 'sehat', 'ketenagakerjaanya']",Negatif
1774,resesi org demen mengalokasikan dananya kredit hp motor resesi kesehatan jd nomor sekian bayar bpjs protes,resesi org demen alokasi dana kredit hp motor resesi sehat jd nomor sekian bayar bpjs protes,"['resesi', 'org', 'demen', 'alokasi', 'dana', 'kredit', 'hp', 'motor', 'resesi', 'sehat', 'jd', 'nomor', 'sekian', 'bayar', 'bpjs', 'protes']",Negatif
1775,bpjs kesehatan membiarkan kucing menjilati wajahnya,bpjs sehat biar kucing jilat wajah,"['bpjs', 'sehat', 'biar', 'kucing', 'jilat', 'wajah']",Negatif
1776,loh sekelas dirut tvri g tau kewajiban iuran bpjs karyawan dibayarkan lgsg memotong gaji karyawan masuk dlm tunjangan kesehatan duh gustiiiii ora enek sing luwih pinter po,loh kelas dirut tvri g tau wajib iur bpjs karyawan bayar lgsg potong gaji karyawan masuk dlm tunjang sehat duh gustiiiii ora enek sing luwih pinter po,"['loh', 'kelas', 'dirut', 'tvri', 'g', 'tau', 'wajib', 'iur', 'bpjs', 'karyawan', 'bayar', 'lgsg', 'potong', 'gaji', 'karyawan', 'masuk', 'dlm', 'tunjang', 'sehat', 'duh', 'gustiiiii', 'ora', 'enek', 'sing', 'luwih', 'pinter', 'po']",Negatif
1777,woooiii kasih biaya rakyat rakyatlah menghidupi pajak bumi bangunan pajak kendaraan pajak penghasilan pajak kesehatan bpjs,woooiii kasih biaya rakyat rakyat hidup pajak bumi bangun pajak kendara pajak hasil pajak sehat bpjs,"['woooiii', 'kasih', 'biaya', 'rakyat', 'rakyat', 'hidup', 'pajak', 'bumi', 'bangun', 'pajak', 'kendara', 'pajak', 'hasil', 'pajak', 'sehat', 'bpjs']",Negatif
1778,nti uangnya otomatis masuk tunggakan bpjskesehatan kak bs mengobati hatinya kecewa husnuzon,nti uang otomatis masuk tunggak bpjskesehatan kak bs obat hati kecewa husnuzon,"['nti', 'uang', 'otomatis', 'masuk', 'tunggak', 'bpjskesehatan', 'kak', 'bs', 'obat', 'hati', 'kecewa', 'husnuzon']",Negatif
1779,perkuat kesehatan menaikan bpjs,kuat sehat naik bpjs,"['kuat', 'sehat', 'naik', 'bpjs']",Negatif
1780,jamsostek kolaps menyusul bpjs kesehatan ,jamsostek kolaps susul bpjs sehat,"['jamsostek', 'kolaps', 'susul', 'bpjs', 'sehat']",Negatif
1781,kelupaan bayar bpjs kesehatan pas bayar wow akoe terkedjoet,lupa bayar bpjs sehat pas bayar wow akoe terkedjoet,"['lupa', 'bayar', 'bpjs', 'sehat', 'pas', 'bayar', 'wow', 'akoe', 'terkedjoet']",Negatif
1782,rakyat pelit hitung an bumn jor joran pemerintah menggelontorkan uang bumn ditengah pandemi virus corona disatu sisi pemerintah pelit kikir bangat menutupi defisit bpjs kesehatan ,rakyat pelit hitung an bumn jor joran perintah gelontor uang bumn tengah pandemi virus corona satu sisi perintah pelit kikir bangat tutup defisit bpjs sehat,"['rakyat', 'pelit', 'hitung', 'an', 'bumn', 'jor', 'joran', 'perintah', 'gelontor', 'uang', 'bumn', 'tengah', 'pandemi', 'virus', 'corona', 'satu', 'sisi', 'perintah', 'pelit', 'kikir', 'bangat', 'tutup', 'defisit', 'bpjs', 'sehat']",Negatif
1783,bpjs it feel so high damage bossque jaminan meningkatnya kualitas layanan kesehatan bpjs negara defisit anggaran akal sehat,bpjs it feel so high damage bossque jamin tingkat kualitas layan sehat bpjs negara defisit anggar akal sehat,"['bpjs', 'it', 'feel', 'so', 'high', 'damage', 'bossque', 'jamin', 'tingkat', 'kualitas', 'layan', 'sehat', 'bpjs', 'negara', 'defisit', 'anggar', 'akal', 'sehat']",Negatif
1784,cek iuran bpjs kesehatan apk mei bayar april giliran bayar bca mbanking tulisan tagihan bayar gimana woy bentar tgl juni tar gua kena denda engga gara telat bayar mei ini. otak emang.,cek iur bpjs sehat apk mei bayar april gilir bayar bca mbanking tulis tagih bayar gimana woy bentar tgl juni tar gua kena denda engga gara telat bayar mei ini otak emang,"['cek', 'iur', 'bpjs', 'sehat', 'apk', 'mei', 'bayar', 'april', 'gilir', 'bayar', 'bca', 'mbanking', 'tulis', 'tagih', 'bayar', 'gimana', 'woy', 'bentar', 'tgl', 'juni', 'tar', 'gua', 'kena', 'denda', 'engga', 'gara', 'telat', 'bayar', 'mei', 'ini', 'otak', 'emang']",Negatif
1785,iuran bpjs kesehatan resmi pandemi ,iur bpjs sehat resmi pandemi,"['iur', 'bpjs', 'sehat', 'resmi', 'pandemi']",Negatif
1786,krn negara membiayai makan napi dilepas krn jaminan kesehatan iuran bpjs dinaikkan krn subsidi bbm tdl subsidi dicabut krn pekerjaan layakkpd rakyat lapangan kerja cm tka china,krn negara biaya makan napi lepas krn jamin sehat iur bpjs naik krn subsidi bbm tdl subsidi cabut krn kerja layakkpd rakyat lapang kerja cm tka china,"['krn', 'negara', 'biaya', 'makan', 'napi', 'lepas', 'krn', 'jamin', 'sehat', 'iur', 'bpjs', 'naik', 'krn', 'subsidi', 'bbm', 'tdl', 'subsidi', 'cabut', 'krn', 'kerja', 'layakkpd', 'rakyat', 'lapang', 'kerja', 'cm', 'tka', 'china']",Negatif
1787,iuran bpjs kesehatan resmi pandemi covid,iur bpjs sehat resmi pandemi covid,"['iur', 'bpjs', 'sehat', 'resmi', 'pandemi', 'covid']",Negatif
1788,naikkan iuran bpjs negara berstatus darurat kesehatan terapkan new normal positif kematian meningkat government terambyar kebohonganbaru ,naik iur bpjs negara status darurat sehat terap new normal positif mati tingkat government ambyar kebohonganbaru,"['naik', 'iur', 'bpjs', 'negara', 'status', 'darurat', 'sehat', 'terap', 'new', 'normal', 'positif', 'mati', 'tingkat', 'government', 'ambyar', 'kebohonganbaru']",Negatif
1789,nemu cuitan bpk kenaikan bpjs terkait kepentingan  kesehatan rakyat sesuai amanat uud pasal tuan kemana diem doang stop kebohongan tutupi kebohongan,nemu cuit bpk naik bpjs kait penting sehat rakyat sesuai amanat uud pasal tuan mana diem doang stop bohong tutup bohong,"['nemu', 'cuit', 'bpk', 'naik', 'bpjs', 'kait', 'penting', 'sehat', 'rakyat', 'sesuai', 'amanat', 'uud', 'pasal', 'tuan', 'mana', 'diem', 'doang', 'stop', 'bohong', 'tutup', 'bohong']",Negatif
1790,"iuran bpjs kesehatan, pemerintah konyol cabut keputusan rugikan rakyat ",iur bpjs sehat perintah konyol cabut putus rugi rakyat,"['iur', 'bpjs', 'sehat', 'perintah', 'konyol', 'cabut', 'putus', 'rugi', 'rakyat']",Negatif
1791,alasan kenaikan bpjs kesehatan digugat memiliki empati konyol,alas naik bpjs sehat gugat milik empati konyol,"['alas', 'naik', 'bpjs', 'sehat', 'gugat', 'milik', 'empati', 'konyol']",Negatif
1792,trs pdip berbuat rakyat indonesia sembako or blt or cuman bs mencela pemimpin dki jakarta kerja rakyat indonesia bs ap cuman bs ny naikin bpjs kesehatan listrik sm harga bbm merugikan rakyat indonesia yah gt,trs pdip buat rakyat indonesia sembako or blt or cuman bs cela pimpin dki jakarta kerja rakyat indonesia bs ap cuman bs ny naikin bpjs sehat listrik sm harga bbm rugi rakyat indonesia yah gt,"['trs', 'pdip', 'buat', 'rakyat', 'indonesia', 'sembako', 'or', 'blt', 'or', 'cuman', 'bs', 'cela', 'pimpin', 'dki', 'jakarta', 'kerja', 'rakyat', 'indonesia', 'bs', 'ap', 'cuman', 'bs', 'ny', 'naikin', 'bpjs', 'sehat', 'listrik', 'sm', 'harga', 'bbm', 'rugi', 'rakyat', 'indonesia', 'yah', 'gt']",Negatif
1793,bangsat iuran bpjs kesehatan resmi pandemi covid,bangsat iur bpjs sehat resmi pandemi covid,"['bangsat', 'iur', 'bpjs', 'sehat', 'resmi', 'pandemi', 'covid']",Negatif
1794,iuran bpjs kesehatan resmi pandemi covid serba serbi mmc pemerintah mengeluarkan kebijakan melukai rakyat ditengah pandemi covid iuran bpjs kesehatan resmi protes kecaman dr kalangan,iur bpjs sehat resmi pandemi covid serba serbi mmc perintah keluar bijak luka rakyat tengah pandemi covid iur bpjs sehat resmi protes kecam dr kalang,"['iur', 'bpjs', 'sehat', 'resmi', 'pandemi', 'covid', 'serba', 'serbi', 'mmc', 'perintah', 'keluar', 'bijak', 'luka', 'rakyat', 'tengah', 'pandemi', 'covid', 'iur', 'bpjs', 'sehat', 'resmi', 'protes', 'kecam', 'dr', 'kalang']",Negatif
1795,negara biayai rakyat bbm haruse turun turun bpjs kesehatan haruse isa gratis dinaiki kl isa berjuang rakyat munduro ae cc ,negara biaya rakyat bbm haruse turun turun bpjs sehat haruse isa gratis naik kl isa juang rakyat munduro ae cc,"['negara', 'biaya', 'rakyat', 'bbm', 'haruse', 'turun', 'turun', 'bpjs', 'sehat', 'haruse', 'isa', 'gratis', 'naik', 'kl', 'isa', 'juang', 'rakyat', 'munduro', 'ae', 'cc']",Negatif
1796,presentase rakyat miakin era turun bpjs kesehatan juta jiwa rakyat miskin ditanggung negara orang kaya bpjs ditanggung negara,presentase rakyat miakin era turun bpjs sehat juta jiwa rakyat miskin tanggung negara orang kaya bpjs tanggung negara,"['presentase', 'rakyat', 'miakin', 'era', 'turun', 'bpjs', 'sehat', 'juta', 'jiwa', 'rakyat', 'miskin', 'tanggung', 'negara', 'orang', 'kaya', 'bpjs', 'tanggung', 'negara']",Negatif
1797,politisi gerindra levelnya rakyat jg berhak dijamin kesehatan  keselamatannya jgn bpjs dinaikkan pajak ditinggikan giliran memenuhi kebutuhan pokok rakyat gratis sebulan sanggup,politis gerindra level rakyat jg hak jamin sehat selamat jgn bpjs naik pajak tinggi gilir penuh butuh pokok rakyat gratis bulan sanggup,"['politis', 'gerindra', 'level', 'rakyat', 'jg', 'hak', 'jamin', 'sehat', 'selamat', 'jgn', 'bpjs', 'naik', 'pajak', 'tinggi', 'gilir', 'penuh', 'butuh', 'pokok', 'rakyat', 'gratis', 'bulan', 'sanggup']",Negatif
1798,trs kerjaan kelen kebijakan rezim dongok menyimpang mengabaikan keadilan kesejahteraan kesehatan kemakmuran rakyat cukong bebasin koruptor menjebloskan ulama dimana suaramu ttg listrik bpjs bbm bacotmu abnormal,trs kerja kelen bijak rezim dongok simpang abai adil sejahtera sehat makmur rakyat cukong bebasin koruptor jeblos ulama mana suara ttg listrik bpjs bbm bacot abnormal,"['trs', 'kerja', 'kelen', 'bijak', 'rezim', 'dongok', 'simpang', 'abai', 'adil', 'sejahtera', 'sehat', 'makmur', 'rakyat', 'cukong', 'bebasin', 'koruptor', 'jeblos', 'ulama', 'mana', 'suara', 'ttg', 'listrik', 'bpjs', 'bbm', 'bacot', 'abnormal']",Negatif
1799,rakyatnya trs menerus membayar pajak negara pajak kendaraan pajak bumi bangunan pajak penghasilan bpjs kesehatan jg hrs dibyr,rakyat trs terus bayar pajak negara pajak kendara pajak bumi bangun pajak hasil bpjs sehat jg hrs dibyr,"['rakyat', 'trs', 'terus', 'bayar', 'pajak', 'negara', 'pajak', 'kendara', 'pajak', 'bumi', 'bangun', 'pajak', 'hasil', 'bpjs', 'sehat', 'jg', 'hrs', 'dibyr']",Negatif
1800,anjing iuran bpjs kesehatan resmi pandemi covid,anjing iur bpjs sehat resmi pandemi covid,"['anjing', 'iur', 'bpjs', 'sehat', 'resmi', 'pandemi', 'covid']",Negatif
1801,iuran bpjs kesehatan resmi pandemi covid pemerintah mengeluarkan kebijakan melukai rakyat ditengah pandemi covid jaminan kenaikan iuran meningkatkan kualitas pelayanan kesehatan,iur bpjs sehat resmi pandemi covid perintah keluar bijak luka rakyat tengah pandemi covid jamin naik iur tingkat kualitas layan sehat,"['iur', 'bpjs', 'sehat', 'resmi', 'pandemi', 'covid', 'perintah', 'keluar', 'bijak', 'luka', 'rakyat', 'tengah', 'pandemi', 'covid', 'jamin', 'naik', 'iur', 'tingkat', 'kualitas', 'layan', 'sehat']",Negatif
1802,fungsinya new normal berpengaruhkah bpjs askes kesehatan rakyat cover,fungsi new normal pengaruh bpjs askes sehat rakyat cover,"['fungsi', 'new', 'normal', 'pengaruh', 'bpjs', 'askes', 'sehat', 'rakyat', 'cover']",Negatif
1803,klo dibalik gimana rakyat dah lelah mbiayai negara pph ppn pbb listrik mahal bbm mahal bpjs kesehatan negara hidup rakyatnya negara bergerak memungut sepeserpun rakyatnya klo emang buktikan jalankan,klo balik gimana rakyat dah lelah mbiayai negara pph ppn pbb listrik mahal bbm mahal bpjs sehat negara hidup rakyat negara gerak mungut peser rakyat klo emang bukti jalan,"['klo', 'balik', 'gimana', 'rakyat', 'dah', 'lelah', 'mbiayai', 'negara', 'pph', 'ppn', 'pbb', 'listrik', 'mahal', 'bbm', 'mahal', 'bpjs', 'sehat', 'negara', 'hidup', 'rakyat', 'negara', 'gerak', 'mungut', 'peser', 'rakyat', 'klo', 'emang', 'bukti', 'jalan']",Negatif
1804,iuran bpjs kesehatan resmi pandemi covid pemerintah mengeluarkan kebijakan melukai rakyat ditengah pandemi covid iuran bpjs kesehatan resmi protes kecaman kalangan,iur bpjs sehat resmi pandemi covid perintah keluar bijak luka rakyat tengah pandemi covid iur bpjs sehat resmi protes kecam kalang,"['iur', 'bpjs', 'sehat', 'resmi', 'pandemi', 'covid', 'perintah', 'keluar', 'bijak', 'luka', 'rakyat', 'tengah', 'pandemi', 'covid', 'iur', 'bpjs', 'sehat', 'resmi', 'protes', 'kecam', 'kalang']",Negatif
