,Data_Text,Sentiment
1687,iur bpjs sehat kalang usaha jangkau banding manfaat terima bpjskesehatan terimakasihpemerintah iuranbpjs negarahadirbantubpjs pemerintahsubsidibpjs,Netral
1688,iur bpjs sehat usaha jangkau sumber bpjskesehatan terimakasihpemerintah iuranbpjs negarahadirbantubpjs pemerintahsubsidibpjs,Netral
1689,kelas serta bpjs sehat hapus tahap,Netral
1690,kelas serta bpjs sehat hapus tahap,Netral
1691,kelas serta bpjs sehat hapus komisi ix siap fasilitas,Netral
1692,lo remeh covid pasti lo dana darurat sehat moon maap lo lo lo ikutin alur bpjs ntar lo marah hm,Netral
1693,kalang usaha tdk berat putus perintah naik iuranbpjs moga perintah sasar bantu iur bpjskesehatan kalang tengah terimakasihpemerintah negarahadirbantubpjs pemerintahsubsidibpjs,Netral
1694,nunggak bpjs sehat ancam denda juta,Netral
1695,juta orang miskin serta bpjs sehat gratis tara kelas,Netral
1696,alas bpjs sehat hapus kelas serta layan sehat tara adil via tribunnews,Netral
1697,cabut hak subsidi tunggak iur bpjs sehat denda maksimal juta,Netral
1698,alas bpjs sehat hapus kelas serta layan sehat tara adil tribunnews,Netral
1699,moga naik tingkat layan bpjs sehat bpjskesehatan terimakasihpemerintah iuranbpjs negarahadirbantubpjs pemerintahsubsidibpjs,Netral
1700,iur juta serta bpjs sehat gratis perintah bpjskesehatan iuranbpjs,Netral
1701,bpjs sehat,Netral
1702,ros kompastv hadir fachmi idris direktur utama bpjs sehat beliau kirim tanya tweet tagar tanyadirutbpjs,Netral
1703,usaha naik iur bpjs sehat jangkau krn iur terima rendah manfaat terima bpjskesehatan terimakasihpemerintah iuranbpjs negarahadirbantubpjs pemerintahsubsidibpjs,Netral
1704,ken lihat biaya standar serta ikut asuransi sehat tambah maksud ikut asuransi luar bpjs,Netral
1705,usaha keluar thr tambah karyawan kartu bpjs ketenagakerjaan sehat sertifikat k,Netral
1706,iur juta serta bpjs sehat gratis perintah iuranbpjs,Netral
1707,negara tanggung iur duduk miskin ribut bpks naik iur bpjs sehat jt jiwa bayar abpn,Netral
1708,iur juta serta bpjs sehat gratis perintah halaman all,Netral
1709,dapat iur bpjs pandemi kuti bahas ros kompastv malam pkl wib dirut bpjs sehat fachmi idris live streaming,Netral
1710,bpjskesehatan iuranbpjs,Netral
1711,kelas serta program jamin sehat nasional jkn bpjs sehat tiada,Netral
1712,naik iur bpjs sehat gugat,Netral
1713,kelas serta program jamin sehat nasional jkn bpjs sehat tiada bpjs via detikfinance,Netral
1714,salah negeri sengkuni busuk perintah hapus kelas serta bpjs sehat,Netral
1715,presiden joko widodo naik iur bpjs sehat krisis pandemi virus covid dapat tonton bahas ros kompastv pkl wib sarung tenun tangan bhssarung,Netral
1716,layan sehat hak rakyat uu bpjs peras rakyat perintah negara ambil alih tanggung layan sehat balik fpd dpr fraksi pan fpksdprri salehdaulay edhie baskoro msi sohibuliman pdemokrat demokrat tv,Netral
1717,iur bpjs sehat usaha jangkau iur bpjs sehat nilai banding manfaat terima,Netral
1718,nunggak bpjs sehat ancam denda juta,Netral
1719,tetap naik iur bpjs sehat pandemi covid,Netral
1720,dewan jamin sosial nasional djsn sebut perintah kelas standar serta program jamin sehat nasional bpjs sehat sistem kelas serta mandiri,Netral
1721,fakta balik naik iur jkn-kis bpjs sehat,Netral
1722,angka,Netral
1723,bilang benah tata kelola uang negara reimbursement biaya sehat masyarakat negara libat bpjs sehat bumn bpjs sehat dibubarin rakyat bayar pajak ndak ngerti,Netral
1724,bpjskesehatanri daftar bpjs sehat bank bankbri id kontakbri,Netral
1725,nunggak iur bpjs sehat simak info link,Netral
1726,naik iur bpjs sehat jokowi gugat ma download link,Netral
1727,iur juta serta bpjs sehat gratis perintah,Netral
1728,nunggak bpjs sehat ancam denda puluh juta,Netral
1729,selamat perintah selamat rakyat beban iur turun naik iuranya masyarakat nunggak mrasa trbebanpolitikus pdip iur selamat bpjs sehat,Netral
1730,tahun boikot bayar bpjs krn perintah peduli sehat rakyat utama penting asing aseng,Netral
1731,kutip koran tempo timbang majelis hakim ma batal pres naik iur bpjs defisit salah curang dlm kelola laksa program jamin sehat,Netral
1732,teman teman doyan ngevlog bpjs sehat ngadain lomba rally vlog sehat ala tantang minggu tema tips makan sehat,Netral
1733,tamat riwayat bpjs sehat alas bpjs sehat bukti sah,Netral
1734,tancap gas naik iur bpjs sehat,Netral
1735,naik iur bpjs sehat kaget,Netral
1736,dpr ri pakai hak interperasi kait naik iur bpjs sehat,Netral
1737,rakyat gugat naik bpjs sehat,Netral
1738,naik iur bpjs sehat potensi masyarakat sulit bayar iur bpjs sehat akses layan sehat hambat,Netral
1739,naik iur bpjs sehat gerus pamor jokowi,Netral
1740,naik iur bpjs sehat bukti perintah jokowi sense of crisis,Netral
1741,satir brelian bpjs asuransi sehat tdk asuransi sehat bpjs pake asuransi hidup pilih marah teman,Netral
1742,putus presiden joko widodo naik iur bpjs sehat tuai kritik tajam jokowi tunda bijak,Netral
1743,bpjs sdh keliru dlm hitung aktuaria tambah banyak moral hazard lapang negara nomboknya ratus trilyun tdk krn fakta skrg rakyat jaring kam sehat lbh dr sblmnya,Netral
1744,naik iur bpjs sehat bentuk kazaliman,Netral
1745,pandang hukum otak atik gatuk bpjs pres kuat ikat batal hukum pres naik iur bpjs sehat anggap batal putus ma,Netral
1746,bijak presiden jokowi naik iur bpjs sehat tuai kritik bijak nilai pandemi virus corona,Netral
1747,amat intelijen bela jokowi rencana naik bpjs sehat,Netral
1748,urgensi naik iur bpjs tengah pandemi kayak gin tanggulang covid atas darurat sehat nasional,Netral
1749,klau sy sih bkn ttpi sdh sesuai blm sih iur tsb biaya sehat trus jk ad org tdk prnh mgunakan bpjs sy hrp bpjs bs mcover cek sehat kala n tdk tunggu sakit obat jk mmg rela sumbang bknkah bpjs tmasuk,Netral
1750,andai kaya alam kelola negara tdk bpjs sehat iur pajak beban lai sayang negara tekuk lutut depan kapitalis,Netral
1751,dpr ri pakai hak interperasi kait naik iur bpjs sehat interperasi bukti kepala negara sengaja tabrak atur hukum bangkang terhdp konstitusi presiden dpt makzul,Netral
1752,bahas bpjs sehat salah serta bpjs ketenagakerjaan daftar nih freelancer bs jd serta nih,Netral
1753,badan selenggara jamin sosial bpjs sehat badan hukum bentuk selenggara program jamin sehat,Netral
1754,kaget sesuai iur bpjs kali tenang negara hadir sesuai iur bpjs sehat,Netral
1755,bpjs sehat badan hukum bentuk selenggara program jamin sehat salah program jkn nama bpjs ketenagakerjaan loh,Netral
1756,bpjs sehat ringan covid tunggak iur bayar maksimal enam tunggak,Netral
1757,penting pribadi jujur salah paman adlh salah direksi bpjs sehat bpk mundiharno,Netral
1758,langkah salah tindak perintah negara hadir sesuai iur bpjs sehat acu pres,Netral
1759,pondemik covid orang kena dampak perintah bpjs sehat diam cari jalan baik masyarakat,Netral
1760,salah tambah beban rakyat naik iur bpjs paham poin sy maksud dr kputusan presiden nyata prof mahfud ngga bs jamin akses sehat bpjs lbh mudah dn jangkau rakyat,Netral
1761,negara hadir sesuai iur bpjs sehat,Netral
1762,ma campur wenang presiden terbit atur naik iur bpjs sehat wilayah wenang perintah,Netral
1763,bpjs fasilitas sedia perintah perintah itikad perhati sehat warga sayang stigma buruk layan jelek rumah sakit,Netral
1764,defisit bpjs sehat operasi,Netral
1765,politikus pdip ajak masyarakat gotong royong bayar iur bpjs sehat gebleg org tau kerja sdh milik asuransi sehat swasta jg wajib bayar iur bpjs premi ganda lindung paksa uu,Netral
1766,pisah biaya layan biaya operasional spt gaji pegawai bpjs tunjang iur masyarakat layan bayar gaji iur bpjs tingkat layan sehat,Netral
1767,pasien bpjs lawan putus presiden naik iur bpjs itupula harap layan pasien fakta beda lapang kelas sosial layan sehat pilih kasih,Negatif
1768,lha bpjs jg ka asuransi sehat jel kl non ksntor blm si pgn jg tdnya sih pruden jel,Negatif
1769,new normal pengaruh uu sehat bpjs patah hati amp rindu tanggung bpjs,Negatif
1770,geram sikap presiden jokowi naik iur bpjs sehat batal ma sayang putus ambil sulit ekonomi rakyat akibat dampak pandemi covid,Negatif
1771,dear bpjs sehat please go digital bahas bahas orang dendam,Negatif
1772,tolong up nista agama tebar benci habis ml,Negatif
1773,knapa pos nda suntik dana lapang cabut hak bpjs sehat ketenagakerjaanya,Negatif
1774,resesi org demen alokasi dana kredit hp motor resesi sehat jd nomor sekian bayar bpjs protes,Negatif
1775,bpjs sehat biar kucing jilat wajah,Negatif
1776,loh kelas dirut tvri g tau wajib iur bpjs karyawan bayar lgsg potong gaji karyawan masuk dlm tunjang sehat duh gustiiiii ora enek sing luwih pinter po,Negatif
1777,woooiii kasih biaya rakyat rakyat hidup pajak bumi bangun pajak kendara pajak hasil pajak sehat bpjs,Negatif
1778,nti uang otomatis masuk tunggak bpjskesehatan kak bs obat hati kecewa husnuzon,Negatif
1779,kuat sehat naik bpjs,Negatif
1780,jamsostek kolaps susul bpjs sehat,Negatif
1781,lupa bayar bpjs sehat pas bayar wow akoe terkedjoet,Negatif
1782,rakyat pelit hitung an bumn jor joran perintah gelontor uang bumn tengah pandemi virus corona satu sisi perintah pelit kikir bangat tutup defisit bpjs sehat,Negatif
1783,bpjs it feel so high damage bossque jamin tingkat kualitas layan sehat bpjs negara defisit anggar akal sehat,Negatif
1784,cek iur bpjs sehat apk mei bayar april gilir bayar bca mbanking tulis tagih bayar gimana woy bentar tgl juni tar gua kena denda engga gara telat bayar mei ini otak emang,Negatif
1785,iur bpjs sehat resmi pandemi,Negatif
1786,krn negara biaya makan napi lepas krn jamin sehat iur bpjs naik krn subsidi bbm tdl subsidi cabut krn kerja layakkpd rakyat lapang kerja cm tka china,Negatif
1787,iur bpjs sehat resmi pandemi covid,Negatif
1788,naik iur bpjs negara status darurat sehat terap new normal positif mati tingkat government ambyar kebohonganbaru,Negatif
1789,nemu cuit bpk naik bpjs kait penting sehat rakyat sesuai amanat uud pasal tuan mana diem doang stop bohong tutup bohong,Negatif
1790,iur bpjs sehat perintah konyol cabut putus rugi rakyat,Negatif
1791,alas naik bpjs sehat gugat milik empati konyol,Negatif
1792,trs pdip buat rakyat indonesia sembako or blt or cuman bs cela pimpin dki jakarta kerja rakyat indonesia bs ap cuman bs ny naikin bpjs sehat listrik sm harga bbm rugi rakyat indonesia yah gt,Negatif
1793,bangsat iur bpjs sehat resmi pandemi covid,Negatif
1794,iur bpjs sehat resmi pandemi covid serba serbi mmc perintah keluar bijak luka rakyat tengah pandemi covid iur bpjs sehat resmi protes kecam dr kalang,Negatif
1795,negara biaya rakyat bbm haruse turun turun bpjs sehat haruse isa gratis naik kl isa juang rakyat munduro ae cc,Negatif
1796,presentase rakyat miakin era turun bpjs sehat juta jiwa rakyat miskin tanggung negara orang kaya bpjs tanggung negara,Negatif
1797,politis gerindra level rakyat jg hak jamin sehat selamat jgn bpjs naik pajak tinggi gilir penuh butuh pokok rakyat gratis bulan sanggup,Negatif
1798,trs kerja kelen bijak rezim dongok simpang abai adil sejahtera sehat makmur rakyat cukong bebasin koruptor jeblos ulama mana suara ttg listrik bpjs bbm bacot abnormal,Negatif
1799,rakyat trs terus bayar pajak negara pajak kendara pajak bumi bangun pajak hasil bpjs sehat jg hrs dibyr,Negatif
1800,anjing iur bpjs sehat resmi pandemi covid,Negatif
1801,iur bpjs sehat resmi pandemi covid perintah keluar bijak luka rakyat tengah pandemi covid jamin naik iur tingkat kualitas layan sehat,Negatif
1802,fungsi new normal pengaruh bpjs askes sehat rakyat cover,Negatif
1803,klo balik gimana rakyat dah lelah mbiayai negara pph ppn pbb listrik mahal bbm mahal bpjs sehat negara hidup rakyat negara gerak mungut peser rakyat klo emang bukti jalan,Negatif
1804,iur bpjs sehat resmi pandemi covid perintah keluar bijak luka rakyat tengah pandemi covid iur bpjs sehat resmi protes kecam kalang,Negatif
1805,iur bpjs sehat resmi pandemi covid serba serbi mmc perintah keluar bijak luka rakyat tengah pandemi covid iur bpjs sehat resmi,Negatif
1806,woii bayang tutup derita kanker gagal ginjal cuci darah derita sakit butuh biaya tolong,Negatif
1807,sumpal kapital tanggung jawab negara sehat rakyat jurus palak ala bpjs naik jaga satu nkri sah ruu hip peluang bangkit pki peduli negara nyawa rakyat jk akses tka buka pandemi,Negatif
1808,rakyat terus bayar pajak bpjs kaya apa rakyat rakyat rakyat cari nafkah bantu fakir miskin pelihara klean mesti cuci tangan pakai masker jaga sehat,Negatif
1809,sektor sehat bpjs suntik suntik,Negatif
1810,gilir amanat uud pasal layan sehat perintah naik iur bpjs sehat situ mingkem wakil rakyat prettt,Negatif
1811,iur bpjs sehat resmi pandemi covid serba serbi mmc perintah keluar bijak luka rakyat jamin naik iur tingkat kualitas layan sehat,Negatif
1812,bpjs asuransi sehat dasar emang hak warga negara asuransi sehat swasta manfaat untung bs luas fleksibel butuh mampu,Negatif
1813,bpjs sehat defisit kabar gaji tenaga medis d potong salur bantu garda depan covid d utama kemenbumn,Negatif
1814,gebetan tikung temen ups rela kejar,Negatif
1815,tolak lupa delapan mantan menteri sehat siti fadilah supari bahaya bpjs korban kapitalis harus bantu kapitalis,Negatif
1816,iur bpjs sehat resmi pandemi covid susah tambah susah astagfirullah,Negatif
1817,sehat jamin negaraa mas broo dlm uud presiden jalan amanah uud ekonomi negara persen bpjs naik bayang mas broo masyrakt hrus bayar bulan rb coba maka otak orang miskin,Negatif
1818,turut gausa subsidi samsek bbm ken subsidi bbm ujung utang pertamina mending dialihin bpjs didik sehat jabat gendut doang otak,Negatif
1819,alami migran ampun deh kena migran sakit kaya ketok palu biaya gimana obat,Negatif
1820,banyak mikir sakit tambah parah berat naik iur bpjs sehat,Negatif
1821,prnah dnger istilah potong kuku jari umpama kayak cocok analogi kondisi bpjs sehat,Negatif
1822,tenaga kontrak siar tvri egk dapet bpjs sehat bpjskesehatanri bpjs ketenagakerjaan bpjstkinfo egk thr liput musibah hujan longsor dsb gaji egk ontime kadang bayar,Negatif
1823,covid nambah bpjs kolaps sistem sehat runtuh nakes sakit lo nulis surat waris gaada guna,Negatif
1824,allah ngenes iur bpjs sehat resmi pandemi covid hidup rakyat iris,Negatif
1825,bpjs sehat resmi pandemi covid dzalimnya kuasa rakyat,Negatif
1826,gonjang ganjing banyak serta keluar jalur pbi jelas bpjs sehat,Negatif
1827,new normal fasilitas istimewa jabat lucut hasil sama umr kantor angkut sepeda motor mobil tnp iring iring fasilitas sehat bpjs blh milih kelas tdk prioritas apa piye,Negatif
1828,nutupin defisit bpjs sehat rakyat peras iur naik hadap menanagi corona covid rakyat suruh gotong royong sumbang gaji potong gilir penting kuasa cukomg perintah gelontor dana ratus triliyun,Negatif
1829,desa kota puskesmas klinik fasilitas sehat mumpuni rsud sistem antri bpjs herd immunity depopulasi rakyat,Negatif
1830,loh kaya kaya ttg pandang prioritas ttg sehat iur bpjs kelas naik knp pakai kelas gengsi makan tuch gengsi gratis daftar program indonesia sehat beres,Negatif
1831,mending bubar ruwet kelas hapus atur serta bpjs sehat,Negatif
1832,bijak naik tarif bpjs saat pandemi bijak miskin empati zalim upaya liberalisasi bidang sehat langgar konstitusi,Negatif
1833,gila bijak bpjs sehat untuk layan sehat masyarakat masyarakat balik tekan anggap beban kuasa bijak lindung bkan tindas warga,Negatif
1834,haris azhar rezim era jokowi kali abai hukum putus ma perintah presiden jokowi tentang putus ma naik iur bpjs sehat,Negatif
1835,bisnis tega hukum lihat kiwari hakim ma putus tolak naik tarif bpjs uji materi judicial review pp no jamin sehat rezim putus batal,Negatif
1836,rezimberjutakasus rezimberjutakasus jokowi nilai lembek psbb naik iur bpjs sehat download link,Negatif
1837,maaf uu no puluh thn ribu sebelas revisi masalah dlm bpjs sehat lanjut isi uu timbul polemik mustahil bhw hadir covid salah kutu uu,Negatif
1838,naik iur bpjs sehat perintah main rakyat rezimberjutakasus rezimberjutakasus,Negatif
1839,negara subsidi rakyat rakyat subsidi negara ms didu akun twitter uu bpjs peras rakyat perintah negara ambil alih tanggung layan sehat,Negatif
1840,phk penggaguran tambah bpjs nunggak bpjs tdk layan nunggak kena denda puluh jt rezimjokowipemusnahrakyat nunggak bpjs sehat ancam denda puluh juta,Negatif
1841,tuju gilir naikin listrik bpjs peduliin mampu rakyat negara milik sih tuju bentuk bpjs bantu masyarakat dlm bidang sehat peras rakyat,Negatif
1842,ngawur bijak rezim selamat isi perut pikir rakyat bye bye kelas serta bpjs sehat hapus,Negatif
1843,jokowi nilai lembek psbb naik iur bpjs sehat,Negatif
1844,mudah omong bos asbun knalpot nyaring bunyi negeri kali urus sehat dicover bpjs mudah tercover kritik nyinyir om msaiddidu stopprovokasiditengahpandemi,Negatif
1845,kpk tata kelola buruk bpjs sehat potensi rugi negara,Negatif
1846,tarif iur bpjs sehat bpjs jamin kualitas layan kelas bpjskesehatan,Negatif
1847,krn perintah gk duit nyuntik bpjs kelas bpjs sehat kelas,Negatif
1848,juta manfaat maman iur bpjs sehat judul berita mewah isi henti click bait judul taik,Negatif
1849,rakyat peras vs bpjs berpoya bpjs tangan sosial sehat rakyat tatakelola,Negatif
1850,tegas perintah payah disiplin warga psbb panjang jalan padat bandara pasar mall penuh orang tolol naik iur bpjs sehat ubah jadwal cuti dadak sy bingung sedih teriak kontol,Negatif
1851,keluarga putus henti bayar sda atur kelola sejahtera rakyat jual murah rumah sakit sehat diliberasisasi asai swasta bikin bpjs dalih iur negara tukang palak,Negatif
1852,jokowi naik iur bpjs sehat pemkot solo bayar angsur premi mei jokowi bpjs merahputih,Negatif
1853,putus presiden jokowi naik iur bpjs sehat gugat gugat atur presiden pres nomor aju mahkamah agung ma jokowi bpjs sehat,Negatif
1854,komunitas pasien cuci darah gugat naik iur bpjs sehat,Negatif
1855,nunggak bpjs sehat ancam denda juta denda kali lipat persen hajaarr tross rakyat perass kasih kendor yaa,Negatif
1856,iur bpjs sehat gugat,Negatif
1857,anggar bayar premi pemkot surati bpjs sehat,Negatif
1858,politik hukum dri bentuk uu bpjs penuh hak sehat rakyat indonesia wajib perintah jamin sehat stlh keluar pres no thn cenderung wajib beban rakyat,Negatif
1859,sbuah institusi negara terang lawan hukum membngkang trhdp putus pngadilan bpjs sehat case abam reformasidikorupsi,Negatif
1860,staff bpjs asuransi sehat bpjs kes,Negatif
1861,salah bpjs mala rakyat kuasa nama iur sehat,Negatif
1862,ansori siregar naik bpjs sehat bentuk paksa masyarakat,Negatif
1863,naik iur bpjs sehat gugat gugat nilai ego sektoral tribunnews,Negatif
1864,indonesiaterserah jokowi nilai lembek psbb naik iur bpjs sehat,Negatif
1865,baru bpjs sehat defisit tulus abadi salah okok,Negatif
1866,jakowi gugat gara gara bpjs sehat,Negatif
1867,nunggak bpjs sehat ancam denda juta denda lhawong bayar iur berat bayar denda sak karepmulah sak neng puas-puasno kunu,Negatif
1868,serta bpjs sehat tunggak bayar iur henti serta,Negatif
1869,nunggak bpjs sehat ancam denda juta stress rezim orang susah naik denda,Negatif
1870,nunggak bpjs sehat ancam denda puluh juta,Negatif
1871,gila gin negara cari uang dah bubarin bpjs bpip rakyat ancam nabung celengan bebas denda tunggak bpjs sehat ancam sangsi denda puluh juta,Negatif
1872,btw paksa pake bpjs sehat ketenagakerjaan kerja bumn bpjs ketenagakerjaan udh beres cair tinggal nonaktif bpjs sehat henti alas bpjs haram judi stfu bpjs,Negatif
1873,kasi rakyat sembuh dr sakit hrs tanggung beban tunggak tanggung smp persen naik moga tumbang rezim amiiinnn nunggak bpjs sehat ancam denda puluh juta,Negatif
1874,denda mahal banding iur bpjs sehat sehat otak bpjs sehat instansi jamin sehat rentenir lintah darat tunggak bpjs sehat rumah sakit rekan bayar malu,Negatif
1875,asuransi jamin sehat beda asuransi profit oriented jamin sehat nasional jamkesmas rubah jd bpjs tuju jamin sehat dr negara mmg layan rakyat ambil untung dr rakyat layak usaha swasta bumn,Negatif
1876,bantu rakyat naik iur bpjs ugal ugalan kuasa hukum kpcdi rusdianto matulatuwa naik iur bpjs sehat jilid empati sulit warga pandemi corona,Negatif
1877,kuta trauma belasting diri badan selenggara dana pelihara sehat cikal bpjs sehat kait seleweng tata kelola uang negara orba lanjut rezim,Negatif
1878,bpjs vs layan sehat khilafah tegak,Negatif
1879,sumpa yah sakit hati nakes rendah salah manajemen rs bobrok salah nakes bpjs atur nakes salah atur tri sehat tetep nakes salah jarang kata bantu apa,Negatif
1880,umur bpjs biro dukung jokowi stress tarix jabrix kaaaang perintah hapus kelas serta bpjs sehat,Negatif
1881,iur bpjs pas sedih sedih salah bukti bagus layan sehat khilafah papar sejarawan bangsa amerika will durant rumah sakit al manshuri kairo,Negatif
1882,krisis pandemi muncul gelombang anggur angka miskin tingkat beban ekonomi negara berat kondisi buruk sehat tata kelola bpjs sehat dampak naik iur premi pandemi,Negatif
1883,bubar bpjs dinas sehat dinas sosial daerah tangan butuh masyarakat obat jamsostek rumit rakyat obat rumit banyak cincong titik,Negatif
1884,hilang wo bpjs sehat premi ambil sehat jatuh tempo uang nambah ngurang ngomongin sisi investasi si asuransi poko asuransi pikirin manfaat uang,Negatif
1885,animal husbandry student prinsip bpjs sehat gotong royong tindas,Negatif
1886,situasi blm kondusif,Negatif
1887,intan fitriana fauzi rakyat tangung beban defisit bpjs sehat,Negatif
1888,tengah ancam wabah corona jokowi tega laku pres nomor enam puluh th ribu puluh ubah pres nomor delapann puluh th ribu delapan belas jamin sehat muat naik bpjs,Negatif
1889,presiden bpjs karna defisit ma batal naik bpjs perintah juli bpjs rakyat turun kelas melarat lihat rakyat peras alas defisit berbed negeri rakyat gratis biaya sehat,Negatif
1890,baju sehat bpjs kelas ngeluh kuat bayar pas mall buka langsung serbu belanja,Negatif
1891,menganalisa behaviour kelas tengah susah gampang pas iur bpjs kelas bilang susah kelas pas mall buka hambur belanja belinji kerumun indah protokol sehat psbb ancam covid,Negatif
1892,klo q sih tuju subsidi sehat bpjs klo pakai miskin obat perintah tanggung biaya,Negatif
1893,bpjs sehat skema asuransi ajar cina ambil konsultan asuransi sehat usaha china pantes ngikut,Negatif
1894,hhmmmmm iur bpjs sehat serta tunggak subsidi,Negatif
1895,mrk golong kelompok bpjs subsidi negara kelas jd mrk peduli sehat orang hepi ngapain susah,Negatif
1896,bpjskesehatanri pergi kantor bpjs sehat pakai jkn mobile psbb pergi situs suruh kantor bpjs pusing,Negatif
1897,suruh jaga sehat rumah ngeyel gilir bpjs rintih sengsara maki perintah dasar waluh godok goblok,Negatif
1898,narapidana bebas masuk sehat utama iur bpjs naik saat faktor ekonomi turun minyak bumi turun harga turun,Negatif
1899,pademi covid naik iur bpjs sehat miris rakyat,Negatif
1900,bayar bpjs sehat pd berisik bangke,Negatif
1901,bpjs bentuk ketidakmampuan negara dlm layan bantu obat sehat masyarakat pungut upeti masal ancam,Negatif
1902,muslimahnews sejal bpjs salah arah mala sistematis nama sehat layan sehat gratis kapital pikir hidup mati rakyat untung rugi negara,Negatif
1903,pake bpjs sembuh sembuh pulang ngerti deh bpjs ngomongnya asuransi sehat eh serta sembuh bawa rumah sakit make bpjs bayar bulan laku beda,Negatif
1904,perintah gesit kasih uang bumn pelit bpjs sehat defisit,Negatif
1905,iur bpjs sehat mandiri butong main main urus rakyat,Negatif
1906,politisasi bpjs bantu negara jebol apbn tanggung sosial negara tanggung nilai ambil misi negara bantu orang miskin akses layan sehat,Negatif
1907,nakes klinik bpjs ku daftar anggota jamin sehat tsb huft,Negatif
1908,haram ubah ente laku ajar fakta bpjs akad transaksi haram bpjs salah satu islam kenal asuransi sehat ketidakjelasan pinjam manfaat bpjs hadiah,Negatif
1909,mahal e ratus puluh rb bpjs sehat pet,Negatif
1910,akal rezim rezim tukang ngakalin rakyat putus ma kait iur bpjs sehat langgar jabat presiden periode akal,Negatif
1911,nyata sikap gsbi tolak naik iur bpjs sehat tuntut cabut pres nomor enam puluh ribu puluh salam demokrasi pandemi covid tengah situasi ekonomi rakyat merosot,Negatif
1912,mkan susah mo byar denda nasib nasib terserahloedeh nunggak bpjs sehat ancam denda puluh juta,Negatif
1913,kuta trauma belasting diri badan selenggara dana pelihara sehat cikal bpjs sehat kait seleweng tata kelola uang negara orba lanjut rezim,Negatif
1914,akal rezim rezim tukang ngakalin rakyat putus ma kait iur bpjs sehat langgar jabat presiden periode akal,Negatif
1915,cemanalah org fokus covid fokus naik iur bpjs sehat terserahindonesia,Negatif
1916,sehat tanggung negara gabisa atur tangan maksimal ngomel mentang bpjs bingung,Negatif
1917,kl slalu berfikir kasih nama bpjs jaring sosial tarif ganti nama asuransi negara uang urus sehat rakyat point tekor,Negatif
1918,iya jg heran ngomong skrg mobil esemka gmn kabar hyundai salah tim favorit juara ajang wrc esemka produksi bpjs sehat defisit salah kelola,Negatif
1919,rezim tindas kuasa gilir naikin iur lambung laku juli gilir turun kelas tunggu bpjs sehat defisit salah kelola gaji direksi rakyat korban,Negatif
1920,sy tdk protes naik iur bpjs jokowi bubar bpjs kembali tanggung perintah kait sehat rakyat tanggung badan usaha bpjs bpjs waris buruk rezim sbyudhoyono pd tindas ketimbang gotong royong,Negatif
1921,lha iyo bancak jokowi hadir selesai jabat jahat rakyat alat iur iur bpjs sehat alas defisit,Negatif
1922,emang lo bpjs sehat mandiri sanggup bayar surat terang miskin lurah biar lo keluarga tanggung negara rezim arab saudi firaun naik pajak biaya umroh haji rezim arab saudi firaun,Negatif
1923,guna dpri rapat paripurna habis miliyaran duit negara unyuk bahas bpjs guna yahh presiden naik iur sehat tenang politik diam jilat tenang lupa rakyat,Negatif
1924,bubarin skalian bpjs pemrintah jgn main asuransi jamin keshtan rkyat sesuai sj kmampuan ngara biar bisnis kshtan swasta rkyat ken sht tdk hny lwt medik sontoloyo gtongryong dijdkan alas kedok bisnis sehat,Negatif
1925,asuransi sehat lambat bayar denda asuransi sehat wajib org bpjs dr jmn sby rusak rezim skrg aku sh junjung gagal urus bangsa,Negatif
1926,bpjs sehat defisit salah kelola salah rakyat lagi,Negatif
1927,si cocot otak mampet bpjs layan sehat masyarakat kalsu uang layan jalan sesuai pd stop total,Negatif
1928,bubarin bpjs beres sulit butuh prosedur famili teman sakit parah gk bpjs lgi contoh doa dzikir smoga alloh sehat berkah,Negatif
1929,sehat hukum jadi tonton sirkus hibur naik bpjs batal ma sambut atur muatanya atur naik bpjs jadi putus ma konsideran lucu negri jenaka,Negatif
1930,bpjs core bisnis sehat kesejahteran kelola tdk rakyat indung konyol coba liat gaji,Negatif
1931,bpjs rawat inap sngat bgs rwat jln enak tmpat sy krj sakit cover kntor bijak alih bpjs pemeintah kecewa hrs syukur org bs rasa layan sehat skrng rawat jln mending biaya,Negatif
1932,bpjs pandemi covid bijak bijak bilang anggar bisa alih covid iur sehat masyarakat manfaat situasi tengah pandemi gimana,Negatif
1933,orang sakit enak orang bodoh harap bpjsnya syarat bpjs sehat orang tsb sakit,Negatif
1934,omong mreka sengaja biar dengar masyarakat awam pikir perintah beban rakyat naik iur bpjs sehat tuju subsidi silang jd naik iur naik,Negatif
1935,akibat rezim ambil sempat dlm kondisi skrg harga bbm segitu turun untung dalam gk untung tsb ringan fasilitas sehat rakyat sprti bpjs gk brrti mana lari untung tsb,Negatif
1936,iur bpjs akibat serta tertib bayar iur bandingin askes sm bpjs bpjs kes masyarakat paksa investasi sehat pola hidup sehat neg sakit perintah nanggung cuk utekmu goblog men lho,Negatif
1937,woi anjing manusia kikir lo bpjs subsidi silang warga miskin gk bayar bpjs bantu perintah membiayain awat corona bpjs lo murah asuransi sehat lo inget yah bpjs mahal krn subsidi silang rakyat miskin,Negatif
1938,naik iur bpjs sehat kondisi masy sulit pandemik covid bijak tdk pakai akal sehat sgt berat masy fasilitas sehat,Negatif
1939,kondisi sehat buruk spog nanganin sub spesialis fetomaternal kontrol muahal bujang bahagia bpjs cover lho terimakasih bpjs,Negatif
